file_name,text
img665.png,a cartoon bird with a red and yellow striped shirt
img666.png,a drawing of a spider on a white background
img667.png,a drawing of a pokemon with blue eyes
img668.png,a drawing of a pokemon pokemon with its mouth open
img669.png,a very cute looking pokemon with big wings
img670.png,a drawing of an animal with blue eyes
img671.png,a drawing of a flower with a bird on it
img672.png,a drawing of a blue and white pokemon
img673.png,a very cute looking animal with big ears
img674.png,a cartoon character with a fork and spoon in his hand
img675.png,a drawing of a green and white pokemon
img676.png,a drawing of a cartoon character on a cloud
img677.png,a green and purple cartoon character with wings
img678.png,a drawing of a cartoon character flying through the air
img679.png,a very cute looking cartoon character with big eyes
img680.png,a drawing of a white pokemon with wings
img681.png,a drawing of a black and gray dragon
img682.png,a cartoon character with a hat on top of his head
img683.png,a very cute looking pokemon with big eyes
img684.png,a cartoon of a black and white pokemon
img685.png,a drawing of a pokemon type
img686.png,a drawing of a pokemon type
img687.png,a drawing of a pony with red hair
img688.png,a drawing of a pony with a blue tail
img689.png,a drawing of a person with a hat on
img690.png,a drawing of a cartoon character with long hair
img691.png,a drawing of a purple creature with a big smile on it's face
img692.png,a picture of a cartoon character with spoons and spoons
img693.png,a drawing of a yellow and black pokemon
img694.png,a drawing of a cartoon character with a green hat
img695.png,a cartoon character flying through the air
img696.png,a picture of a cartoon character in a costume
img697.png,a drawing of a yellow and red pokemon
img698.png,a drawing of a fox with a red tail
img699.png,a drawing of a red and yellow bird holding a stick
img700.png,a blue and white cartoon character with big eyes
img701.png,a blue and white cartoon character running
img702.png,a picture of a cartoon character with blue and yellow hair
img703.png,a cartoon rabbit with a scarf around its neck
img704.png,a drawing of a cartoon character with a big smile on his face
img705.png,a cartoon bunny holding a piece of cheese
img706.png,a bird with an arrow in its beak
img707.png,a small bird with a black and white tail
img708.png,a red bird with black wings flying through the air
img709.png,a cartoon character flying through the air
img710.png,a drawing of a cartoon character with eyes and a nose
img711.png,a picture of a butterfly made out of paper
img712.png,a picture of a yellow butterfly on a white background
img713.png,a purple butterfly with orange and pink stripes
img714.png,a colorful butterfly is shown on a white background
img715.png,a green butterfly with red and black wings
img716.png,a picture of a butterfly that is orange and green
img717.png,a black and white photo of a butterfly
img718.png,a green and brown butterfly on a white background
img719.png,a blue butterfly with white stripes on its wings
img720.png,a pink butterfly with black wings and a white background
img721.png,a butterfly with a flag on it's wings
img722.png,a picture of a butterfly with blue and black wings
img723.png,a colorful butterfly that is on a white background
img724.png,a red and black butterfly sitting on top of a white background
img725.png,a blue butterfly with white dots on it's wings
img726.png,a yellow and blue butterfly sitting on top of a white surface
img727.png,a yellow and black butterfly on a white background
img728.png,a blue and yellow butterfly with yellow stripes
img729.png,a yellow and red butterfly on a white background
img730.png,a blue butterfly with white dots on its wings
img731.png,a pink butterfly with a black and white stripe on it's wings
img732.png,a cartoon animal with a red mohawk on its head
img733.png,a drawing of a cat with blue eyes
img734.png,a cartoon character is sitting on a flower
img735.png,a drawing of a cartoon character with his hands on his hips
img736.png,a cartoon character with a flower on his head
img737.png,a drawing of a flower with green leaves
img738.png,a cartoon of a horned animal with a green scarf around its neck
img739.png,a drawing of a horned animal with horns
img740.png,a cartoon panda with a leaf in its mouth
img741.png,a drawing of a panda smoking a cigarette
img742.png,a cartoon sheep is holding a hot dog
img743.png,a black and white poodle with a heart on its tail
img744.png,a drawing of a black and white poodle
img745.png,a drawing of a furry white dog with red eyes
img746.png,a drawing of a cartoon character with big eyes
img747.png,a drawing of a blue and white cat with big eyes
img748.png,a drawing of a blue and a brown monster
img749.png,a cartoon of a man with his arms in the air
img750.png,a drawing of a pair of owls with pink wings
img751.png,a yellow and black tie and a purple and white tie
img752.png,a drawing of a cartoon character with wings
img753.png,a couple of cartoon style items on a white background
img754.png,a pink bird with orange eyes and a pink tail
img755.png,a drawing of a purple monster with big eyes
img756.png,a white cloud with pink eyes and a pink nose
img757.png,a cartoon character with pink hair and a pom pom on top of it
img758.png,a cartoon character with a hat on his head
img759.png,a drawing of a cartoon character with blue hair
img760.png,a drawing of a cartoon character with two arms in the air
img761.png,a drawing of a cartoon character with claws
img762.png,a drawing of a plant with a face on it
img763.png,a drawing of a cartoon character with a big smile
img764.png,a drawing of a lizard with a flower on its head
img765.png,a cartoon character flying through the air
img766.png,a blue bird with a yellow beak on it's head
img767.png,a yellow and black pokemon with big blue eyes
img768.png,a drawing of a cartoon character in a yellow outfit
img769.png,a drawing of a dragon with its mouth open
img770.png,a cartoon of a red and white dragon
img771.png,a drawing of a blue bird with a yellow crown on its head
img772.png,a drawing of a blue dinosaur with wings
img773.png,a drawing of a blue and brown turtle
img774.png,a yellow and green animal with its mouth open
img775.png,a drawing of a pink and blue pokemon
img776.png,a drawing of a bird with a long tail
img777.png,a yellow and black cartoon character with big ears
img778.png,a gray and white pokemon ball with blue eyes
img779.png,a purple and green bird with a long tail
img780.png,a white and purple cartoon character with green eyes
img781.png,a drawing of a purple and green dragon
img782.png,a drawing of a key with a face on it
img783.png,a cartoon character with a weird look on his face
img784.png,a drawing of a creature with two green leaves
img785.png,a cartoon character with a green leaf on his head
img786.png,a drawing of a pumpkin with a bird on top of it
img787.png,a drawing of a pumpkin with a bird on top of it
img788.png,a close up of a cartoon character with big eyes
img789.png,a picture of a piece of clothing with a scarf on top of it
img790.png,a drawing of a cartoon character flying through the air
img791.png,a drawing of a dragon with a green and white tail
img792.png,a drawing of a deer with colorful feathers on it's head
img793.png,a drawing of a red and black dragon
img794.png,a green and black bird with spots on it's wings
img795.png,a drawing of a woman in a pink dress
img796.png,a drawing of a woman standing on top of a rock
img797.png,a close up of a cartoon character on a white background
img798.png,a drawing of a cartoon character in pink and grey
img799.png,a cartoon character holding onto a ring
img800.png,a drawing of a red and yellow dragon
img801.png,a blue jellyfish with red eyes and a red nose
img802.png,a drawing of a cartoon character with arms and legs
img803.png,a drawing of a creature with a big smile on its face
img804.png,a cartoon picture of a giant turtle with its mouth open
img805.png,a picture of a unicorn with orange hair
img806.png,a picture of a white horse with orange and yellow flames
img807.png,a pink animal laying on top of a white floor
img808.png,a cartoon picture of a blue and white pokemon
img809.png,a cartoon character is holding a large object
img810.png,a pink and a blue pokemon sitting next to each other
img811.png,a drawing of a cartoon character holding a wrench
img812.png,a drawing of a group of cartoon characters
img813.png,a bird with a scarf around its neck
img814.png,a cartoon of two birds standing next to each other
img815.png,a drawing of a bird with two wings
img816.png,a drawing of a cartoon seal with its mouth open
img817.png,a white ghost floating in the air
img818.png,a purple cartoon character pointing at something
img819.png,a cartoon of a purple sea creature with its mouth open
img820.png,a drawing of a cartoon character holding a gun
img821.png,a drawing of a turtle holding a roll of toilet paper
img822.png,a cartoon character with a tongue sticking out
img823.png,an image of a cartoon character in a shell
img824.png,a black and white cartoon character with big eyes
img825.png,a drawing of a cat with a hat on it's head
img826.png,a drawing of an angry looking animal with red and purple stripes
img827.png,a very cute looking pokemon character with big eyes
img828.png,a cartoon picture of a stone dragon
img829.png,a drawing of a yellow and gray pokemon character
img830.png,a drawing of a cat with a wheel in his hand
img831.png,a drawing of a cartoon character with two eyes
img832.png,a drawing of a cartoon character laying on the ground
